Company :
* Text *
* Text *

Stack- name: BR_2_18_16
Filename : Z:\DATA\BR_2_18_16_2-18-2016.CSV

First data download at: 3/1/2016
 ;Date/Time;T5;T4;T3;T2;T1; Ref mark; O2[vol%];Mode;Blower time ;Blower cycles
1;18.02.2016  14:01;    1;    1;    1;    1;    6;  100;  0,0;0;    0;    0;
2;18.02.2016  15:01;    0;    1;    0;    0;    7;  100;  0,0;0;    0;    0;
3;18.02.2016  16:01;    0;    1;    0;    0;    7;  100;  0,0;0;    0;    0;
4;18.02.2016  17:01;    0;    1;    0;    1;    6;  100;  0,0;0;    0;    0;
5;18.02.2016  18:01;    0;    1;    0;    1;    6;  100;  0,0;0;    0;    0;
6;18.02.2016  19:01;    0;    1;    1;    1;    6;  100;  0,0;0;    0;    0;
7;18.02.2016  20:01;    0;    1;    1;    1;    6;  100;  0,0;0;    0;    0;
8;18.02.2016  21:01;    0;    1;    1;    1;    6;  100;  0,0;0;    0;    0;
9;18.02.2016  22:01;    0;    1;    1;    1;    6;  100;  0,0;0;    0;    0;
10;18.02.2016  23:01;    0;    1;    1;    1;    6;  100;  0,0;0;    0;    0;
11;18.02.2016  23:59;    0;    1;    1;    1;    5;  100;  0,0;0;    0;    0;
12;19.02.2016  00:01;    0;    1;    1;    1;    5;  100;  0,0;0;    0;    0;
13;19.02.2016  01:01;    0;    1;    1;    1;    5;  100;  0,0;0;    0;    0;
14;19.02.2016  02:01;    0;    1;    1;    1;    5;  100;  0,0;0;    0;    0;
15;19.02.2016  03:01;    0;    1;    1;    1;    5;  100;  0,0;0;    0;    0;
16;19.02.2016  04:01;    0;    1;    1;    1;    5;  100;  0,0;0;    0;    0;
17;19.02.2016  05:01;    0;    1;    1;    1;    5;  100;  0,0;0;    0;    0;
18;19.02.2016  06:01;    0;    1;    1;    1;    5;  100;  0,0;0;    0;    0;
19;19.02.2016  07:01;    0;    1;    1;    1;    5;  100;  0,0;0;    0;    0;
20;19.02.2016  08:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
21;19.02.2016  09:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
22;19.02.2016  10:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
23;19.02.2016  11:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
24;19.02.2016  12:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
25;19.02.2016  13:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
26;19.02.2016  14:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
27;19.02.2016  15:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
28;19.02.2016  16:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
29;19.02.2016  17:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
30;19.02.2016  18:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
31;19.02.2016  19:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
32;19.02.2016  20:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
33;19.02.2016  21:01;    0;    1;    1;    2;    5;  100;  0,0;0;    0;    0;
34;19.02.2016  22:01;    0;    1;    1;    3;    6;  100;  0,0;0;    0;    0;
35;19.02.2016  23:01;    0;    1;    1;    3;    6;  100;  0,0;0;    0;    0;
36;19.02.2016  23:59;    0;    1;    1;    3;    6;  100;  0,0;0;    0;    0;
37;20.02.2016  00:01;    0;    1;    1;    3;    6;  100;  0,0;0;    0;    0;
38;20.02.2016  01:01;    0;    1;    1;    3;    6;  100;  0,0;0;    0;    0;
39;20.02.2016  02:01;    0;    1;    1;    3;    6;  100;  0,0;0;    0;    0;
40;20.02.2016  03:01;    0;    1;    1;    3;    6;  100;  0,0;0;    0;    0;
41;20.02.2016  04:01;    0;    1;    1;    3;    6;  100;  0,0;0;    0;    0;
42;20.02.2016  05:01;    0;    1;    1;    3;    6;  100;  0,0;0;    0;    0;
43;20.02.2016  06:01;    0;    1;    1;    3;    7;  100;  0,0;0;    0;    0;
44;20.02.2016  07:01;    0;    1;    1;    3;    7;  100;  0,0;0;    0;    0;
45;20.02.2016  08:01;    0;    1;    1;    3;    7;  100;  0,0;0;    0;    0;
46;20.02.2016  09:01;    0;    1;    1;    4;    7;  100;  0,0;0;    0;    0;
47;20.02.2016  10:01;    0;    1;    1;    4;    7;  100;  0,0;0;    0;    0;
48;20.02.2016  11:01;    0;    1;    1;    4;    8;  100;  0,0;0;    0;    0;
49;20.02.2016  12:01;    0;    1;    1;    4;    8;  100;  0,0;0;    0;    0;
50;20.02.2016  13:01;    0;    1;    1;    4;    8;  100;  0,0;0;    0;    0;
51;20.02.2016  14:01;    0;    1;    1;    4;    8;  100;  0,0;0;    0;    0;
52;20.02.2016  15:01;    0;    1;    1;    4;    9;  100;  0,0;0;    0;    0;
53;20.02.2016  16:01;    0;    1;    1;    5;    9;  100;  0,0;0;    0;    0;
54;20.02.2016  17:01;    0;    1;    1;    5;    9;  100;  0,0;0;    0;    0;
55;20.02.2016  18:01;    0;    1;    1;    5;   10;  100;  0,0;0;    0;    0;
56;20.02.2016  19:01;    0;    1;    1;    5;   10;  100;  0,0;0;    0;    0;
57;20.02.2016  20:01;    0;    1;    1;    5;   10;  100;  0,0;0;    0;    0;
58;20.02.2016  21:01;    0;    1;    1;    5;   11;  100;  0,0;0;    0;    0;
59;20.02.2016  22:01;    0;    1;    1;    6;   11;  100;  0,0;0;    0;    0;
60;20.02.2016  23:01;    0;    1;    1;    6;   12;  100;  0,0;0;    0;    0;
61;20.02.2016  23:59;    0;    1;    1;    6;   12;  100;  0,0;0;    0;    0;
62;21.02.2016  00:01;    0;    1;    1;    6;   12;  100;  0,0;0;    0;    0;
63;21.02.2016  01:01;    0;    1;    1;    6;   12;  100;  0,0;0;    0;    0;
64;21.02.2016  02:01;    0;    1;    1;    7;   13;  100;  0,0;0;    0;    0;
65;21.02.2016  03:01;    0;    1;    1;    7;   13;  100;  0,0;0;    0;    0;
66;21.02.2016  04:01;    0;    1;    1;    7;   13;  100;  0,0;0;    0;    0;
67;21.02.2016  05:01;    0;    1;    1;    8;   14;  100;  0,0;0;    0;    0;
68;21.02.2016  06:01;    0;    1;    1;    8;   14;  100;  0,0;0;    0;    0;
69;21.02.2016  07:01;    0;    1;    1;    8;   15;  100;  0,0;0;    0;    0;
70;21.02.2016  08:01;    0;    1;    1;    9;   15;  100;  0,0;0;    0;    0;
71;21.02.2016  09:01;    0;    1;    2;    9;   15;  100;  0,0;0;    0;    0;
72;21.02.2016  10:01;    0;    1;    2;    9;   16;  100;  0,0;0;    0;    0;
73;21.02.2016  11:01;    0;    1;    2;   10;   16;  100;  0,0;0;    0;    0;
74;21.02.2016  12:01;    0;    1;    2;   10;   17;  100;  0,0;0;    0;    0;
75;21.02.2016  13:01;    0;    1;    2;   11;   17;  100;  0,0;0;    0;    0;
76;21.02.2016  14:01;    0;    1;    2;   11;   18;  100;  0,0;0;    0;    0;
77;21.02.2016  15:01;    0;    1;    2;   12;   18;  100;  0,0;0;    0;    0;
78;21.02.2016  16:01;    0;    1;    3;   12;   19;  100;  0,0;0;    0;    0;
79;21.02.2016  17:01;    0;    1;    3;   13;   20;  100;  0,0;0;    0;    0;
80;21.02.2016  18:01;    0;    1;    3;   13;   20;  100;  0,0;0;    0;    0;
81;21.02.2016  19:01;    0;    1;    3;   14;   21;  100;  0,0;0;    0;    0;
82;21.02.2016  20:01;    0;    1;    4;   15;   21;  100;  0,0;0;    0;    0;
83;21.02.2016  21:01;    0;    1;    4;   15;   22;  100;  0,0;0;    0;    0;
84;21.02.2016  22:01;    0;    1;    4;   16;   22;  100;  0,0;0;    0;    0;
85;21.02.2016  23:01;    0;    1;    4;   16;   23;  100;  0,0;0;    0;    0;
86;21.02.2016  23:59;    0;    1;    5;   17;   23;  100;  0,0;0;    0;    0;
87;22.02.2016  00:01;    0;    1;    5;   17;   23;  100;  0,0;0;    0;    0;
88;22.02.2016  01:01;    0;    1;    5;   18;   24;  100;  0,0;0;    0;    0;
89;22.02.2016  02:01;    0;    1;    5;   18;   24;  100;  0,0;0;    0;    0;
90;22.02.2016  03:01;    0;    1;    6;   19;   25;  100;  0,0;0;    0;    0;
91;22.02.2016  04:01;    0;    1;    6;   20;   25;  100;  0,0;0;    0;    0;
92;22.02.2016  05:01;    0;    1;    6;   20;   26;  100;  0,0;0;    0;    0;
93;22.02.2016  06:01;    0;    1;    7;   21;   26;  100;  0,0;0;    0;    0;
94;22.02.2016  07:01;    0;    1;    7;   22;   27;  100;  0,0;0;    0;    0;
95;22.02.2016  08:01;    0;    1;    8;   23;   28;  100;  0,0;0;    0;    0;
96;22.02.2016  09:01;    7;    7;    7;    7;    7;  100;  0,0;2;   10;    5;
97;22.02.2016  10:01;    7;    7;    8;    7;    7;  100;  0,0;2;   20;   10;
98;22.02.2016  11:01;    8;    8;    8;    8;    8;  100;  0,0;2;   30;   15;
99;22.02.2016  12:01;    8;    9;    9;    9;    9;  100;  0,0;2;   40;   20;
100;22.02.2016  13:01;    9;   10;   10;   10;   10;  100;  0,0;2;   50;   25;
101;22.02.2016  14:01;   10;   10;   11;   10;   10;  100;  0,0;2;   60;   30;
102;22.02.2016  15:01;   11;   11;   12;   11;   11;  100;  0,0;2;   70;   35;
103;22.02.2016  16:01;   21;   14;    3;    4;    4;  100;  0,0;2;   80;   40;
104;22.02.2016  17:01;   21;   15;    3;    3;    3;  100;  0,0;2;   90;   45;
105;22.02.2016  18:01;   21;   16;    3;    3;    3;  100;  0,0;2;  100;   50;
106;22.02.2016  19:01;   21;   17;    4;    3;    3;  100;  0,0;2;  110;   55;
107;22.02.2016  20:01;   21;   18;    5;    3;    3;  100;  0,0;2;  120;   60;
108;22.02.2016  21:01;   21;   18;    5;    3;    3;  100;  0,0;2;  130;   65;
109;22.02.2016  22:01;   22;   19;    6;    3;    3;  100;  0,0;2;  140;   70;
110;22.02.2016  23:01;   22;   20;    7;    3;    3;  100;  0,0;2;  150;   75;
111;22.02.2016  23:59;   23;   21;    8;    3;    3;  100;  0,0;2;  160;   80;
112;23.02.2016  00:01;   23;   21;    8;    3;    3;  100;  0,0;2;    0;    0;
113;23.02.2016  01:01;   24;   23;    9;    4;    3;  100;  0,0;2;   10;    5;
114;23.02.2016  02:01;   25;   24;   10;    4;    3;  100;  0,0;2;   20;   10;
115;23.02.2016  03:01;   26;   26;   11;    4;    3;  100;  0,0;2;   30;   15;
116;23.02.2016  04:01;   27;   28;   12;    4;    3;  100;  0,0;2;   40;   20;
117;23.02.2016  05:01;   29;   31;   13;    5;    3;  100;  0,0;2;   50;   25;
118;23.02.2016  06:01;   30;   33;   15;    5;    3;  100;  0,0;2;   60;   30;
119;23.02.2016  07:01;   32;   36;   16;    5;    3;  100;  0,0;2;   70;   35;
120;23.02.2016  08:01;   31;   39;   19;    6;    4;  100;  0,0;2;   80;   40;
121;23.02.2016  09:01;   26;   42;   27;    9;    4;  100;  0,0;2;   90;   45;
122;23.02.2016  10:01;   27;   42;   30;   10;    4;  100;  0,0;2;  100;   50;
123;23.02.2016  11:01;   29;   43;   32;   12;    4;  100;  0,0;2;  110;   55;
124;23.02.2016  12:01;   31;   44;   33;   13;    5;  100;  0,0;2;  120;   60;
125;23.02.2016  13:01;   33;   45;   35;   15;    5;  100;  0,0;2;  130;   65;
126;23.02.2016  14:01;   34;   46;   36;   17;    5;  100;  0,0;2;  140;   70;
127;23.02.2016  15:01;   35;   47;   38;   19;    5;  100;  0,0;2;  150;   75;
128;23.02.2016  16:01;   37;   48;   40;   20;    6;  100;  0,0;2;  160;   80;
129;23.02.2016  17:01;   38;   49;   42;   23;    6;  100;  0,0;2;  170;   85;
130;23.02.2016  18:01;   39;   50;   44;   25;    6;  100;  0,0;2;  180;   90;
131;23.02.2016  19:01;   40;   51;   46;   27;    7;  100;  0,0;2;  190;   95;
132;23.02.2016  20:01;   40;   52;   47;   30;    7;  100;  0,0;2;  200;  100;
133;23.02.2016  21:01;   41;   52;   49;   33;    8;  100;  0,0;2;  210;  105;
134;23.02.2016  22:01;   42;   53;   50;   35;    8;  100;  0,0;2;  220;  110;
135;23.02.2016  23:01;   43;   54;   51;   38;    9;  100;  0,0;2;  230;  115;
136;23.02.2016  23:59;   43;   54;   52;   40;   10;  100;  0,0;2;  240;  120;
137;24.02.2016  00:01;   43;   54;   52;   40;   10;  100;  0,0;2;    0;    0;
138;24.02.2016  01:01;   44;   55;   53;   42;   11;  100;  0,0;2;   10;    5;
