Company :
* Text *
* Text *

Stack- name: BC_4_Heap
Filename : Z:\DATA\BC_4_Heap_5-22-2014.CSV

First data download at: 6/5/2014
 ;Date/Time;T5;T4;T3;T2;T1; Ref mark; O2[vol%];Mode;Blower time ;Blower cycles
1;22.05.2014  15:48;   37;   38;   37;   39;   36;  100;  3,8;3;    0;    0;
2;22.05.2014  16:48;   47;   47;   45;   49;   48;  100; 11,0;2;   11;    6;
3;22.05.2014  17:48;   48;   48;   46;   50;   49;  100;  9,0;2;   21;   11;
4;22.05.2014  18:48;   49;   50;   48;   50;   51;  100;  7,4;2;   31;   16;
5;22.05.2014  19:48;   49;   52;   49;   51;   52;  100;  6,1;2;   41;   21;
6;22.05.2014  20:48;   50;   54;   51;   52;   53;  100;  5,6;2;   51;   26;
7;22.05.2014  21:48;   51;   56;   53;   53;   55;  100;  3,9;2;   61;   31;
8;22.05.2014  22:48;   53;   58;   56;   54;   56;  100;  3,5;2;   71;   36;
9;22.05.2014  23:48;   54;   60;   58;   55;   57;  100;  2,3;2;   81;   41;
10;22.05.2014  23:59;   55;   60;   59;   56;   58;  100;  3,7;2;   83;   42;
11;23.05.2014  00:48;   56;   62;   61;   57;   58;    0;  1,6;2;    8;    4;
12;23.05.2014  01:48;   58;   63;   63;   58;   60;    0;  1,8;2;   18;    9;
13;23.05.2014  02:48;   60;   65;   65;   60;   61;    0;  3,4;2;   28;   14;
14;23.05.2014  03:48;   63;   66;   67;   62;   62;    0;  4,6;2;   38;   19;
15;23.05.2014  04:48;   65;   67;   68;   64;   64;    0;  4,6;2;   48;   24;
16;23.05.2014  05:48;   67;   68;   70;   66;   66;    0;  4,2;2;   58;   29;
17;23.05.2014  06:48;   69;   70;   71;   68;   67;    0;  3,2;2;   68;   34;
18;23.05.2014  07:48;   70;   71;   72;   69;   68;    0;  2,5;2;   78;   39;
19;23.05.2014  08:48;   71;   72;   73;   70;   69;    0;  1,7;2;   88;   44;
20;23.05.2014  09:48;   71;   73;   74;   71;   70;    0;  1,3;2;   98;   49;
21;23.05.2014  10:48;   72;   74;   75;   72;   71;    0;  1,1;2;  108;   54;
22;23.05.2014  18:40;   72;   73;   75;   74;   72;    0;  3,1;2;  112;   56;
23;23.05.2014  19:40;   71;   73;   75;   74;   73;    0;  3,1;2;  122;   61;
24;23.05.2014  20:40;   71;   72;   74;   74;   73;    0;  3,1;2;  132;   66;
25;23.05.2014  21:40;   70;   71;   74;   74;   72;    0;  3,1;2;  142;   71;
26;23.05.2014  22:40;   70;   71;   74;   73;   72;    0;  3,1;2;  152;   76;
27;23.05.2014  23:40;   69;   70;   74;   73;   72;    0;  3,1;2;  162;   81;
28;23.05.2014  23:59;   70;   70;   74;   73;   72;    0;  3,1;2;  166;   83;
29;24.05.2014  00:40;   70;   70;   74;   73;   72;    0;  3,1;2;    6;    3;
30;24.05.2014  01:40;   70;   70;   73;   73;   72;    0;  3,1;2;   16;    8;
31;24.05.2014  02:40;   71;   70;   73;   73;   72;    0;  3,1;2;   26;   13;
32;24.05.2014  03:40;   71;   70;   74;   73;   72;    0;  3,1;2;   36;   18;
33;24.05.2014  04:40;   71;   71;   74;   73;   72;    0;  3,1;2;   46;   23;
34;24.05.2014  05:40;   72;   71;   74;   73;   72;    0;  3,1;2;   56;   28;
35;24.05.2014  06:40;   72;   71;   75;   73;   72;    0;  3,1;2;   66;   33;
36;24.05.2014  07:40;   72;   71;   75;   73;   72;    0;  3,1;2;   76;   38;
37;24.05.2014  08:40;   72;   72;   75;   73;   72;    0;  3,1;2;   86;   43;
38;24.05.2014  09:40;   72;   72;   76;   73;   73;    0;  3,1;2;   96;   48;
39;24.05.2014  10:40;   72;   72;   76;   74;   73;    0;  3,1;2;  106;   53;
40;24.05.2014  11:40;   72;   72;   76;   74;   73;    0;  3,1;2;  116;   58;
41;24.05.2014  12:40;   72;   72;   77;   74;   73;    0;  3,1;2;  126;   63;
42;24.05.2014  13:40;   72;   72;   77;   74;   73;    0;  3,1;2;  136;   68;
43;24.05.2014  14:40;   72;   72;   77;   75;   73;    0;  3,1;2;  146;   73;
44;24.05.2014  15:40;   72;   72;   77;   75;   74;    0;  3,1;2;  156;   78;
45;24.05.2014  16:40;   72;   72;   77;   75;   74;    0;  3,1;2;  166;   83;
46;24.05.2014  17:40;   72;   72;   77;   75;   74;    0;  3,1;2;  176;   88;
47;24.05.2014  18:40;   71;   72;   77;   75;   74;    0;  3,1;2;  186;   93;
48;24.05.2014  19:40;   71;   72;   77;   75;   74;    0;  3,1;2;  196;   98;
49;24.05.2014  20:40;   71;   71;   77;   75;   74;    0;  3,1;2;  206;  103;
50;24.05.2014  21:40;   70;   71;   77;   75;   74;    0;  3,1;2;  216;  108;
51;24.05.2014  22:40;   70;   71;   77;   75;   74;    0;  3,1;2;  226;  113;
52;24.05.2014  23:40;   70;   71;   77;   75;   74;    0;  3,1;2;  236;  118;
53;24.05.2014  23:59;   70;   71;   76;   75;   74;    0;  3,1;2;  240;  120;
54;25.05.2014  00:40;   69;   71;   76;   75;   74;    0;  3,1;2;    6;    3;
55;25.05.2014  01:40;   69;   70;   76;   75;   74;    0;  3,1;2;   16;    8;
56;25.05.2014  02:40;   69;   70;   76;   75;   74;    0;  3,1;2;   26;   13;
57;25.05.2014  03:40;   68;   70;   76;   74;   73;    0;  3,1;2;   36;   18;
58;25.05.2014  04:40;   68;   70;   76;   74;   73;    0;  3,1;2;   46;   23;
59;25.05.2014  05:40;   67;   70;   75;   74;   73;    0;  3,1;2;   56;   28;
60;25.05.2014  06:40;   67;   69;   75;   74;   73;    0;  3,1;2;   66;   33;
61;25.05.2014  07:40;   67;   69;   75;   74;   73;    0;  3,1;2;   76;   38;
62;25.05.2014  08:40;   66;   69;   75;   74;   73;    0;  3,1;2;   86;   43;
63;25.05.2014  09:40;   66;   69;   75;   74;   73;    0;  3,1;2;   96;   48;
64;25.05.2014  10:40;   66;   69;   75;   74;   73;    0;  3,1;2;  106;   53;
65;25.05.2014  11:40;   66;   69;   75;   74;   73;    0;  3,1;2;  116;   58;
66;25.05.2014  12:40;   66;   69;   75;   74;   73;    0;  3,1;2;  126;   63;
67;25.05.2014  13:40;   65;   68;   75;   74;   73;    0;  3,1;2;  136;   68;
68;25.05.2014  14:40;   65;   68;   75;   73;   73;    0;  3,1;2;  146;   73;
69;25.05.2014  15:40;   65;   68;   75;   73;   73;    0;  3,1;2;  156;   78;
70;25.05.2014  16:40;   65;   68;   74;   73;   73;    0;  3,1;2;  166;   83;
71;25.05.2014  17:40;   65;   68;   74;   73;   73;    0;  3,1;2;  176;   88;
72;25.05.2014  18:40;   65;   68;   74;   73;   73;    0;  3,1;2;  186;   93;
73;25.05.2014  19:40;   65;   68;   74;   73;   72;    0;  3,1;2;  196;   98;
74;25.05.2014  20:40;   64;   68;   74;   73;   72;    0;  3,1;2;  206;  103;
75;25.05.2014  21:40;   64;   68;   74;   73;   72;    0;  3,1;2;  216;  108;
76;25.05.2014  22:40;   64;   68;   74;   73;   72;    0;  3,1;2;  226;  113;
77;25.05.2014  23:40;   64;   68;   74;   73;   72;    0;  3,1;2;  236;  118;
78;25.05.2014  23:59;   64;   68;   74;   73;   72;    0;  3,1;2;  240;  120;
79;26.05.2014  00:40;   64;   68;   74;   73;   72;    0;  3,1;2;    6;    3;
80;26.05.2014  01:40;   64;   68;   74;   73;   72;    0;  3,1;2;   16;    8;
81;26.05.2014  02:40;   64;   68;   74;   73;   72;    0;  3,1;2;   26;   13;
82;26.05.2014  03:40;   64;   68;   74;   73;   72;    0;  3,1;2;   36;   18;
83;26.05.2014  04:40;   64;   68;   74;   73;   72;    0;  3,1;2;   46;   23;
84;26.05.2014  05:40;   64;   68;   74;   73;   72;    0;  3,1;2;   56;   28;
85;26.05.2014  06:40;   64;   68;   74;   73;   72;    0;  3,1;2;   66;   33;
86;26.05.2014  07:40;   64;   68;   74;   73;   73;    0;  3,1;2;   76;   38;
87;26.05.2014  08:40;   64;   68;   74;   73;   73;    0;  3,1;2;   86;   43;
88;26.05.2014  09:40;   64;   68;   74;   73;   73;    0;  3,1;2;   96;   48;
89;26.05.2014  10:40;   64;   68;   74;   73;   73;    0;  3,1;2;  106;   53;
90;26.05.2014  11:40;   64;   68;   74;   73;   73;    0;  3,1;2;  116;   58;
91;26.05.2014  12:40;   64;   69;   74;   73;   73;    0;  3,1;2;  126;   63;
92;26.05.2014  13:40;   64;   69;   74;   73;   73;    0;  3,1;2;  136;   68;
93;26.05.2014  14:40;   64;   69;   74;   73;   73;    0;  3,1;2;  146;   73;
94;26.05.2014  15:40;   64;   69;   74;   74;   73;    0;  3,1;2;  156;   78;
95;26.05.2014  16:40;   64;   69;   74;   74;   73;    0;  3,1;2;  166;   83;
96;26.05.2014  17:40;   64;   69;   74;   74;   73;    0;  3,1;2;  176;   88;
97;26.05.2014  18:40;   64;   69;   74;   74;   73;    0;  3,1;2;  186;   93;
98;26.05.2014  19:40;   64;   69;   74;   74;   73;    0;  3,1;2;  196;   98;
99;26.05.2014  20:40;   64;   69;   74;   74;   73;    0;  3,1;2;  206;  103;
100;26.05.2014  21:40;   64;   69;   74;   74;   73;    0;  3,1;2;  216;  108;
101;26.05.2014  22:40;   64;   69;   74;   74;   73;    0;  3,1;2;  226;  113;
102;26.05.2014  23:40;   64;   69;   74;   74;   73;    0;  3,1;2;  236;  118;
103;26.05.2014  23:59;   64;   69;   74;   74;   73;    0;  3,1;2;  240;  120;
104;27.05.2014  00:40;   64;   69;   74;   74;   73;    0;  3,1;2;    6;    3;
105;27.05.2014  01:40;   64;   69;   74;   74;   73;    0;  3,1;2;   16;    8;
106;27.05.2014  02:40;   64;   69;   74;   74;   73;    0;  3,1;2;   27;   13;
107;27.05.2014  03:40;   64;   69;   74;   74;   73;    0;  3,1;2;   37;   18;
108;27.05.2014  04:40;   64;   69;   74;   74;   73;    0;  3,1;2;   47;   23;
109;27.05.2014  05:40;   63;   69;   74;   74;   73;    0;  3,1;2;   57;   28;
110;27.05.2014  06:40;   63;   69;   74;   74;   73;    0;  3,1;2;   67;   33;
111;27.05.2014  07:40;   63;   69;   74;   74;   73;    0;  3,1;2;   77;   38;
112;27.05.2014  08:40;   63;   69;   74;   74;   73;    0;  3,1;2;   87;   43;
113;27.05.2014  09:40;   63;   69;   74;   74;   73;    0;  3,1;2;   97;   48;
114;27.05.2014  10:40;   63;   69;   74;   74;   73;    0;  3,1;2;  107;   53;
115;27.05.2014  11:40;   63;   69;   74;   74;   73;    0;  3,1;2;  117;   58;
116;27.05.2014  12:40;   63;   69;   74;   74;   73;    0;  3,1;2;  127;   63;
117;27.05.2014  13:40;   63;   69;   74;   74;   73;    0;  3,1;2;  137;   68;
118;27.05.2014  14:40;   63;   69;   73;   74;   73;    0;  3,1;2;  147;   73;
119;27.05.2014  15:40;   63;   69;   73;   74;   73;    0;  3,1;2;  157;   78;
120;27.05.2014  16:40;   62;   69;   73;   74;   73;    0;  3,1;2;  167;   83;
121;27.05.2014  17:40;   62;   69;   73;   74;   73;    0;  3,1;2;  177;   88;
