Company :
* Text *
* Text *

Stack- name: BC_12_HEAP
Filename : Z:\DATA\-BC_12_HEAP_7-1-2015.CSV

First data download at:1;01.07.2015  15:15;   54;   53;   53;   54;   51;  100;  0,0;1;    1;    0;
2;01.07.2015  16:15;   54;   53;   54;   54;   51;  100;  0,0;1;   54;    4;
3;01.07.2015  17:15;   54;   53;   54;   54;   52;  100;  0,0;1;   54;    4;
4;01.07.2015  18:15;   54;   53;   54;   55;   52;  100;  0,0;1;   54;    4;
5;01.07.2015  19:15;   54;   53;   54;   55;   52;  100;  0,0;1;   54;    4;
6;01.07.2015  20:15;   54;   53;   54;   55;   52;  100;  0,0;1;   54;    4;
7;01.07.2015  21:15;   54;   53;   54;   55;   53;  100;  0,0;1;   54;    4;
8;01.07.2015  22:15;   54;   53;   54;   55;   53;  100;  0,0;1;   54;    4;
9;01.07.2015  23:15;   54;   53;   54;   55;   53;  100;  0,0;1;   54;    4;
10;01.07.2015  23:59;   54;   53;   54;   56;   53;  100;  0,0;1;   54;    4;
11;02.07.2015  00:15;   54;   53;   54;   56;   53;  100;  0,0;1;    0;    0;
12;02.07.2015  01:15;   54;   53;   55;   56;   53;  100;  0,0;1;    0;    0;
13;02.07.2015  02:15;   54;   53;   55;   56;   54;  100;  0,0;1;    0;    0;
14;02.07.2015  03:15;   54;   53;   55;   56;   54;  100;  0,0;1;    0;    0;
15;02.07.2015  04:15;   54;   53;   55;   56;   54;  100;  0,0;1;    0;    0;
16;02.07.2015  05:15;   54;   53;   55;   56;   54;  100;  0,0;1;    0;    0;
17;02.07.2015  06:15;   54;   53;   55;   56;   54;  100;  0,0;1;    0;    0;
18;02.07.2015  07:15;   54;   53;   55;   56;   54;  100;  0,0;1;    0;    0;
19;02.07.2015  08:15;   54;   53;   55;   56;   54;  100;  0,0;1;    0;    0;
20;02.07.2015  09:15;   26;   25;   25;   25;   25;  100; 12,6;1;   23;    4;
21;02.07.2015  10:15;   29;   28;   29;   29;   28;  100; 12,6;1;   23;    4;
22;02.07.2015  11:15;   29;   28;   28;   29;   28;  100; 12,6;1;   23;    4;
23;02.07.2015  12:15;   28;   28;   29;   28;   28;  100; 12,6;1;   23;    4;
24;02.07.2015  13:15;   53;   54;   54;   57;   56;  100; 12,6;2;   29;    7;
25;02.07.2015  14:15;   53;   55;   55;   59;   57;  100; 12,6;2;   39;   12;
26;02.07.2015  15:15;   53;   56;   56;   61;   58;  100; 12,6;2;   49;   17;
27;02.07.2015  16:15;   53;   57;   57;   62;   59;  100; 12,6;2;   59;   22;
28;02.07.2015  17:15;   53;   58;   59;   63;   60;  100; 12,6;2;   69;   27;
29;02.07.2015  18:15;   53;   59;   60;   64;   61;  100; 12,6;2;   79;   32;
30;02.07.2015  19:15;   53;   59;   61;   65;   62;  100; 12,6;2;   89;   37;
31;02.07.2015  20:15;   53;   60;   62;   66;   63;  100; 12,6;2;   99;   42;
32;02.07.2015  21:15;   53;   61;   63;   67;   64;  100; 12,6;2;  109;   47;
33;02.07.2015  22:15;   53;   62;   64;   68;   65;  100; 12,6;2;  119;   52;
34;02.07.2015  23:15;   53;   62;   65;   69;   65;  100; 12,6;2;  129;   57;
35;02.07.2015  23:59;   53;   63;   65;   69;   66;  100; 12,6;2;  137;   61;
36;03.07.2015  00:15;   53;   63;   65;   69;   66;  100; 12,6;2;    2;    1;
37;03.07.2015  01:15;   53;   63;   66;   70;   66;  100; 12,6;2;   12;    6;
38;03.07.2015  02:15;   53;   64;   67;   70;   67;  100; 12,6;2;   22;   11;
39;03.07.2015  03:15;   53;   64;   67;   71;   68;  100; 12,6;2;   32;   16;
40;03.07.2015  04:15;   53;   65;   68;   71;   68;  100; 12,6;2;   42;   21;
41;03.07.2015  05:15;   53;   65;   68;   71;   69;  100; 12,6;2;   52;   26;
42;03.07.2015  06:15;   53;   65;   69;   72;   69;  100; 12,6;2;   62;   31;
43;03.07.2015  07:15;   53;   65;   69;   72;   70;  100; 12,6;2;   72;   36;
44;03.07.2015  08:15;   53;   65;   69;   73;   70;  100; 12,6;2;   82;   41;
45;03.07.2015  09:15;   53;   66;   70;   73;   71;  100; 12,6;2;   92;   46;
46;03.07.2015  10:15;   53;   66;   70;   74;   71;  100; 12,6;2;  102;   51;
47;03.07.2015  11:15;   53;   66;   70;   74;   72;  100; 12,6;2;  112;   56;
48;03.07.2015  12:15;   53;   66;   70;   74;   72;  100; 12,6;2;  122;   61;
49;03.07.2015  13:15;   53;   66;   71;   75;   71;  100; 12,6;2;  132;   66;
50;03.07.2015  14:15;   53;   66;   71;   75;   72;  100; 12,6;2;  142;   71;
51;03.07.2015  15:15;   52;   66;   71;   75;   72;  100; 12,6;2;  152;   76;
52;03.07.2015  16:15;   52;   66;   71;   75;   72;  100; 12,6;2;  162;   81;
53;03.07.2015  17:15;   52;   67;   71;   75;   72;  100; 12,6;2;  172;   86;
54;03.07.2015  18:15;   52;   67;   72;   76;   73;  100; 12,6;2;  182;   91;
55;03.07.2015  19:15;   53;   67;   72;   76;   72;  100; 12,6;2;  192;   96;
56;03.07.2015  20:15;   53;   67;   72;   76;   72;  100; 12,6;2;  202;  101;
57;03.07.2015  21:15;   53;   67;   72;   76;   72;  100; 12,6;2;  212;  106;
58;03.07.2015  22:15;   53;   67;   72;   76;   72;  100; 12,6;2;  222;  111;
59;03.07.2015  23:15;   53;   67;   72;   76;   72;  100; 12,7;2;  232;  116;
60;03.07.2015  23:59;   53;   67;   72;   76;   73;  100; 12,6;2;  240;  120;
61;04.07.2015  00:15;   53;   67;   72;   76;   72;  100; 12,6;2;    2;    1;
62;04.07.2015  01:15;   53;   67;   72;   76;   72;  100; 12,6;2;   12;    6;
63;04.07.2015  02:15;   53;   67;   72;   76;   73;  100; 12,6;2;   22;   11;
64;04.07.2015  03:15;   53;   67;   72;   76;   73;  100; 12,6;2;   32;   16;
65;04.07.2015  04:15;   53;   67;   72;   76;   73;  100; 12,6;2;   42;   21;
66;04.07.2015  05:15;   53;   67;   72;   77;   73;  100; 12,6;2;   52;   26;
67;04.07.2015  06:15;   53;   67;   72;   77;   73;  100; 12,6;2;   62;   31;
68;04.07.2015  07:15;   53;   67;   72;   77;   73;  100; 12,6;2;   72;   36;
69;04.07.2015  08:15;   53;   67;   73;   77;   73;  100; 12,6;2;   82;   41;
70;04.07.2015  09:15;   53;   67;   73;   77;   73;  100; 12,6;2;   92;   46;
71;04.07.2015  10:15;   53;   67;   73;   77;   73;  100; 12,6;2;  102;   51;
72;04.07.2015  11:15;   53;   67;   73;   77;   73;  100; 12,6;2;  112;   56;
73;04.07.2015  12:15;   53;   67;   73;   77;   73;  100; 12,6;2;  122;   61;
74;04.07.2015  13:15;   53;   67;   73;   77;   72;  100; 12,6;2;  132;   66;
75;04.07.2015  14:15;   53;   67;   73;   77;   71;  100; 12,6;2;  142;   71;
76;04.07.2015  15:15;   54;   67;   73;   76;   72;  100; 12,6;2;  152;   76;
77;04.07.2015  16:15;   54;   67;   73;   76;   72;  100; 12,6;2;  162;   81;
78;04.07.2015  17:15;   54;   67;   73;   76;   72;  100; 12,6;2;  172;   86;
79;04.07.2015  18:15;   54;   67;   73;   76;   72;  100; 12,6;2;  182;   91;
80;04.07.2015  19:15;   54;   67;   73;   76;   72;  100; 12,6;2;  192;   96;
81;04.07.2015  20:15;   54;   67;   73;   76;   72;  100; 12,6;2;  202;  101;
82;04.07.2015  21:15;   54;   67;   73;   76;   72;  100; 12,6;2;  212;  106;
83;04.07.2015  22:15;   54;   67;   73;   76;   72;  100; 12,6;2;  222;  111;
84;04.07.2015  23:15;   54;   67;   73;   76;   72;  100; 12,6;2;  232;  116;
85;04.07.2015  23:59;   54;   67;   73;   76;   72;  100; 12,6;2;  240;  120;
86;05.07.2015  00:15;   54;   67;   73;   76;   71;  100; 12,6;2;    2;    1;
87;05.07.2015  01:15;   54;   67;   73;   76;   71;  100; 12,6;2;   12;    6;
88;05.07.2015  02:15;   54;   67;   73;   76;   71;  100; 12,6;2;   22;   11;
89;05.07.2015  03:15;   55;   67;   73;   76;   71;  100; 12,6;2;   32;   16;
90;05.07.2015  04:15;   55;   67;   73;   76;   71;  100; 12,6;2;   42;   21;
91;05.07.2015  05:15;   55;   67;   73;   76;   72;  100; 12,6;2;   52;   26;
92;05.07.2015  06:15;   55;   67;   73;   76;   71;  100; 12,6;2;   62;   31;
93;05.07.2015  07:15;   55;   67;   73;   76;   71;  100; 12,6;2;   72;   36;
94;05.07.2015  08:15;   55;   67;   73;   76;   71;  100; 12,6;2;   82;   41;
95;05.07.2015  09:15;   55;   67;   73;   76;   72;  100; 12,6;2;   92;   46;
96;05.07.2015  10:15;   55;   67;   73;   76;   73;  100; 12,6;2;  102;   51;
97;05.07.2015  11:15;   55;   67;   73;   76;   74;  100; 12,6;2;  112;   56;
98;05.07.2015  12:15;   55;   67;   73;   76;   72;  100; 12,6;2;  122;   61;
99;05.07.2015  13:15;   55;   67;   74;   76;   71;  100; 12,6;2;  132;   66;
100;05.07.2015  14:15;   56;   67;   74;   76;   71;    0; 12,6;2;  142;   71;
101;05.07.2015  15:15;   56;   67;   74;   76;   71;    0; 12,6;2;  152;   76;
102;05.07.2015  16:15;   56;   67;   74;   76;   70;    0; 12,6;2;  162;   81;
103;05.07.2015  17:15;   56;   67;   74;   76;   70;    0; 12,6;2;  172;   86;
104;05.07.2015  18:15;   56;   67;   74;   76;   70;    0; 12,6;2;  182;   91;
105;05.07.2015  19:15;   56;   67;   74;   76;   69;    0; 12,6;2;  192;   96;
106;05.07.2015  20:15;   56;   67;   74;   76;   69;    0; 12,6;2;  202;  101;
107;05.07.2015  21:15;   56;   67;   74;   76;   69;    0; 12,6;2;  212;  106;
108;05.07.2015  22:15;   56;   68;   74;   76;   69;    0; 12,6;2;  222;  111;
109;05.07.2015  23:15;   57;   68;   74;   76;   69;    0; 12,6;2;  232;  116;
110;05.07.2015  23:59;   56;   67;   74;   76;   71;    0; 12,6;2;  240;  120;
111;06.07.2015  00:15;   57;   68;   74;   76;   69;    0; 12,6;2;    2;    1;
112;06.07.2015  01:15;   57;   68;   74;   76;   69;    0; 12,6;2;   12;    6;
113;06.07.2015  02:15;   57;   68;   74;   76;   69;    0; 12,6;2;   22;   11;
114;06.07.2015  03:15;   57;   68;   74;   76;   69;    0; 12,6;2;   32;   16;
115;06.07.2015  04:15;   57;   68;   74;   76;   69;    0; 12,6;2;   42;   21;
116;06.07.2015  05:15;   57;   68;   74;   76;   69;    0; 12,6;2;   52;   26;
117;06.07.2015  06:15;   58;   68;   74;   76;   69;    0; 12,6;2;   62;   31;
118;06.07.2015  07:15;   58;   68;   74;   76;   69;    0; 12,6;2;   72;   36;
119;06.07.2015  08:15;   58;   68;   74;   76;   70;    0; 12,6;2;   82;   41;
120;06.07.2015  10:18;   34;   33;   34;   32;   29;  100; 12,7;2;   92;   46;
121;06.07.2015  11:18;   31;   30;   30;   30;   29;  100; 12,6;2;  102;   51;
122;06.07.2015  12:18;   30;   29;   29;   29;   28;  100; 12,6;2;  112;   56;
123;06.07.2015  13:18;   30;   30;   30;   30;   29;  100; 12,6;2;  122;   61;
124;06.07.2015  14:18;   30;   29;   29;   29;   28;  100; 12,6;2;  132;   66;
125;06.07.2015  15:18;   50;   54;   54;   37;   27;  100; 12,6;2;  142;   71;
126;06.07.2015  16:18;   59;   64;   61;   41;   28;   42; 12,6;2;  152;   76;
127;06.07.2015  17:18;   60;   65;   63;   44;   30;   39; 12,6;2;  162;   81;
128;06.07.2015  18:18;   60;   67;   64;   46;   33;   37; 12,6;2;  172;   86;
129;06.07.2015  19:18;   61;   68;   65;   48;   36;   35; 12,6;2;  182;   91;
130;06.07.2015  20:18;   62;   69;   67;   51;   39;   31; 12,6;2;  192;   96;
131;06.07.2015  21:18;   62;   69;   68;   54;   43;   26; 12,6;2;  202;  101;
132;06.07.2015  22:18;   62;   70;   69;   56;   46;   22; 12,6;2;  212;  106;
133;06.07.2015  23:18;   63;   70;   70;   58;   49;   16; 12,6;2;  222;  111;
134;06.07.2015  23:59;   63;   70;   70;   60;   50;   12; 12,6;2;  230;  115;
135;07.07.2015  00:18;   63;   70;   71;   60;   50;   12; 12,6;2;    2;    1;
136;07.07.2015  01:18;   63;   71;   71;   62;   52;    7; 12,6;2;   12;    6;
137;07.07.2015  02:18;   64;   71;   72;   64;   54;    2; 12,6;2;   22;   11;
138;07.07.2015  03:18;   64;   71;   72;   65;   56;    0; 12,6;2;   32;   16;
139;07.07.2015  04:18;   64;   71;   73;   67;   58;    0; 12,6;2;   42;   21;
140;07.07.2015  05:18;   64;   71;   73;   68;   60;    0; 12,6;2;   52;   26;
141;07.07.2015  06:18;   65;   71;   73;   69;   61;    0; 12,6;2;   62;   31;
142;07.07.2015  07:18;   65;   72;   74;   69;   62;    0; 12,6;2;   72;   36;
143;07.07.2015  08:18;   65;   72;   74;   70;   64;    0; 12,6;2;   82;   41;
144;07.07.2015  09:18;   66;   72;   74;   71;   65;    0; 12,6;2;   92;   46;
145;07.07.2015  10:18;   66;   72;   74;   71;   66;    0; 12,6;2;  102;   51;
146;07.07.2015  11:18;   67;   72;   75;   72;   67;    0; 12,6;2;  112;   56;
147;07.07.2015  12:18;   67;   73;   75;   72;   67;    0; 12,6;2;  122;   61;
148;07.07.2015  13:18;   68;   73;   75;   72;   68;    0; 12,6;2;  132;   66;
149;07.07.2015  14:18;   68;   73;   75;   73;   68;    0; 12,6;2;  142;   71;
150;07.07.2015  15:18;   69;   73;   75;   73;   68;    0; 12,6;2;  152;   76;
151;07.07.2015  16:18;   69;   73;   76;   73;   68;    0; 12,6;2;  162;   81;
152;07.07.2015  17:18;   70;   74;   76;   73;   68;    0; 12,6;2;  172;   86;
153;07.07.2015  18:18;   70;   74;   76;   74;   68;    0; 12,6;2;  182;   91;
154;07.07.2015  19:18;   70;   74;   76;   74;   68;    0; 12,6;2;  192;   96;
155;07.07.2015  20:18;   71;   74;   76;   74;   68;    0; 12,6;2;  202;  101;
156;07.07.2015  21:18;   71;   75;   77;   74;   67;    0; 12,6;2;  212;  106;
157;07.07.2015  22:18;   72;   75;   77;   75;   67;    0; 12,6;2;  222;  111;
158;07.07.2015  23:18;   72;   75;   77;   75;   66;    0; 12,6;2;  232;  116;
159;07.07.2015  23:59;   72;   75;   77;   75;   67;    0; 12,6;2;  240;  120;
160;08.07.2015  00:18;   72;   75;   77;   75;   65;    0; 12,6;2;    2;    1;
161;08.07.2015  01:18;   72;   75;   78;   75;   65;    0; 12,6;2;   12;    6;
162;08.07.2015  02:18;   73;   76;   78;   76;   65;    0; 12,6;2;   22;   11;
163;08.07.2015  03:18;   73;   76;   78;   76;   64;    0; 12,6;2;   32;   16;
164;08.07.2015  04:18;   73;   76;   78;   76;   64;    0; 12,6;2;   42;   21;
165;08.07.2015  05:18;   73;   76;   78;   76;   63;    0; 12,6;2;   52;   26;
166;08.07.2015  06:18;   73;   76;   79;   77;   63;    0; 12,6;2;   62;   31;
167;08.07.2015  07:18;   73;   76;   79;   77;   62;    0; 12,6;2;   72;   36;
168;08.07.2015  08:18;   73;   76;   79;   77;   62;    0; 12,6;2;   82;   41;
169;08.07.2015  09:18;   73;   76;   79;   77;   62;    0; 12,6;2;   92;   46;
170;08.07.2015  10:18;   73;   76;   79;   77;   63;    0; 12,6;2;  102;   51;
171;08.07.2015  11:18;   73;   76;   79;   78;   64;    0; 12,6;2;  112;   56;
172;08.07.2015  12:18;   73;   76;   79;   78;   66;    0; 12,6;2;  122;   61;
173;08.07.2015  13:18;   73;   76;   79;   78;   67;    0; 12,6;2;  132;   66;
174;08.07.2015  14:18;   73;   76;   79;   78;   68;    0; 12,6;2;  142;   71;
175;08.07.2015  15:18;   73;   76;   79;   78;   67;    0; 12,6;2;  152;   76;
176;08.07.2015  16:18;   73;   76;   79;   78;   66;    0; 12,6;2;  162;   81;
