Date;T5;T4;T3;T2;T1
19.01.2016  00:02;8;17;23;31;38
19.01.2016  01:02;8;16;22;31;37
19.01.2016  02:02;7;15;21;29;35
19.01.2016  03:02;7;14;20;29;37
19.01.2016  04:02;6;13;19;27;34
19.01.2016  05:02;5;12;18;26;33
19.01.2016  06:02;5;11;17;25;32
19.01.2016  07:02;5;11;16;24;31
19.01.2016  13:30;1;3;4;5;10
19.01.2016  14:30;22;23;23;28;25
19.01.2016  15:30;49;50;50;50;50
19.01.2016  16:30;49;50;50;50;50
19.01.2016  17:30;49;50;50;50;50
19.01.2016  18:30;49;50;50;50;50
19.01.2016  19:30;49;50;50;50;50
19.01.2016  20:30;49;50;50;50;50
19.01.2016  21:30;49;50;50;50;50
19.01.2016  22:30;49;50;50;50;50
19.01.2016  23:30;49;50;50;50;50
19.01.2016  23:59;49;50;50;50;50
20.01.2016  00:30;49;50;50;50;50
20.01.2016  01:30;49;50;50;50;50
20.01.2016  02:30;8;15;23;30;27
20.01.2016  03:30;8;13;22;28;28
20.01.2016  04:30;49;50;50;50;50
20.01.2016  05:30;7;13;21;28;29
20.01.2016  06:30;7;12;20;26;29
20.01.2016  07:30;49;50;50;50;50
20.01.2016  08:30;6;10;18;24;29
20.01.2016  09:30;6;10;17;23;28
20.01.2016  15:51;7;12;19;25;30
20.01.2016  16:51;49;50;50;50;50
20.01.2016  17:51;7;11;18;25;30
20.01.2016  18:51;6;11;17;23;29
20.01.2016  19:51;6;10;16;22;29
20.01.2016  20:51;5;9;16;21;28
20.01.2016  21:51;5;9;15;20;27
20.01.2016  22:51;5;8;14;20;27
20.01.2016  23:51;4;8;14;19;26
20.01.2016  23:59;4;7;14;19;26
21.01.2016  00:51;4;7;13;18;26
21.01.2016  01:51;4;7;13;17;25
21.01.2016  02:51;3;6;12;17;25
21.01.2016  03:51;3;6;12;16;24
21.01.2016  04:51;3;6;11;16;24
21.01.2016  05:54;49;50;50;50;50
21.01.2016  06:54;3;5;10;15;23
21.01.2016  07:54;3;5;10;14;22
21.01.2016  08:54;2;5;9;14;22
21.01.2016  09:54;2;5;9;13;21
21.01.2016  10:54;2;4;9;13;21
21.01.2016  11:54;2;4;8;12;20
26.01.2016  09:59;49;50;50;50;50
27.01.2016  14:48;0;0;1;1;2
29.01.2016  14:33;1;1;1;2;3
29.01.2016  15:33;0;0;0;1;2
29.01.2016  16:33;0;0;0;1;2
29.01.2016  17:33;0;0;0;1;2
29.01.2016  18:33;0;0;0;1;2
29.01.2016  19:33;0;0;0;1;2
29.01.2016  20:33;0;0;0;1;2
29.01.2016  21:33;0;0;0;1;2
29.01.2016  22:33;0;0;0;1;2
29.01.2016  23:33;0;0;0;1;2
29.01.2016  23:59;0;0;0;1;2
30.01.2016  00:33;0;0;0;1;2
30.01.2016  01:33;0;0;0;1;2
30.01.2016  02:33;0;0;0;1;2
30.01.2016  03:33;0;0;0;1;2
30.01.2016  04:33;0;0;0;1;2
30.01.2016  05:33;0;0;0;1;2
30.01.2016  06:33;0;0;0;1;2
30.01.2016  07:33;0;0;0;1;2
30.01.2016  08:33;0;0;0;1;2
30.01.2016  09:33;0;0;0;1;2
30.01.2016  10:33;0;0;0;1;2
30.01.2016  11:33;0;0;0;1;2
30.01.2016  12:33;0;0;0;1;2
30.01.2016  13:33;0;0;0;1;2
30.01.2016  14:33;0;0;0;1;2
30.01.2016  15:33;1;0;0;1;2
30.01.2016  16:33;2;0;0;1;2
30.01.2016  17:33;3;0;0;1;2
30.01.2016  18:33;5;0;0;1;2
30.01.2016  19:33;7;0;0;1;2
30.01.2016  20:33;10;0;0;1;2
30.01.2016  21:33;12;0;0;1;2
30.01.2016  22:33;15;0;0;1;3
30.01.2016  23:33;17;1;0;1;3
30.01.2016  23:59;19;1;0;1;3
31.01.2016  00:33;20;1;0;1;3
31.01.2016  01:33;23;1;0;1;4
31.01.2016  02:33;26;2;0;1;4
31.01.2016  03:33;29;4;0;2;4
31.01.2016  04:33;32;6;1;2;5
31.01.2016  05:33;34;9;1;2;5
31.01.2016  06:33;36;11;1;2;6
31.01.2016  07:33;38;13;1;2;7
31.01.2016  08:33;40;16;2;3;8
31.01.2016  09:33;41;18;3;3;9
31.01.2016  10:33;43;21;4;4;10
31.01.2016  11:33;44;24;5;4;12
31.01.2016  12:33;45;27;6;5;13
31.01.2016  13:33;46;29;8;6;15
31.01.2016  14:33;47;32;9;7;16
31.01.2016  15:33;48;35;12;8;18
31.01.2016  16:33;49;37;14;9;20
31.01.2016  17:33;49;40;16;10;22
31.01.2016  18:33;50;42;19;12;24
31.01.2016  19:33;50;44;21;14;26
31.01.2016  20:33;51;46;24;15;29
31.01.2016  21:33;51;48;27;17;31
31.01.2016  22:33;52;49;30;19;33
31.01.2016  23:33;52;50;32;21;35
31.01.2016  23:59;53;51;33;22;35
01.02.2016  00:33;53;51;35;23;36
01.02.2016  01:33;53;52;37;25;38
01.02.2016  02:33;54;53;39;27;39
01.02.2016  03:33;54;54;41;30;41
01.02.2016  04:33;55;55;43;31;42
01.02.2016  05:33;55;55;44;33;43
01.02.2016  06:33;55;56;46;35;44
01.02.2016  07:33;56;57;47;37;45
01.02.2016  08:33;54;58;51;41;48
01.02.2016  09:33;18;17;18;16;15
01.02.2016  14:44;15;15;15;15;15
01.02.2016  15:44;2;2;10;9;7
01.02.2016  16:44;2;2;9;9;7
01.02.2016  17:44;2;2;9;9;7
01.02.2016  18:44;2;2;9;9;7
01.02.2016  19:44;2;2;9;9;6
01.02.2016  20:44;3;2;9;9;6
01.02.2016  21:44;3;2;9;9;6
01.02.2016  22:44;4;2;9;9;6
01.02.2016  23:44;4;2;9;10;6
01.02.2016  23:59;4;2;9;10;6
02.02.2016  00:44;5;2;9;10;6
02.02.2016  01:44;6;2;9;10;7
02.02.2016  02:44;7;2;10;10;7
02.02.2016  03:44;8;2;10;10;7
02.02.2016  04:44;9;2;10;11;7
02.02.2016  05:44;11;3;10;11;7
02.02.2016  06:44;13;3;10;11;7
02.02.2016  07:44;15;3;11;12;7
02.02.2016  08:44;17;3;11;12;7
02.02.2016  09:44;20;4;11;13;7
02.02.2016  10:44;22;4;12;13;7
02.02.2016  11:44;25;5;12;14;8
02.02.2016  12:44;28;6;12;14;8
02.02.2016  13:44;30;7;13;15;8
02.02.2016  14:44;33;8;13;15;8
02.02.2016  15:44;36;10;14;16;8
02.02.2016  16:44;38;11;15;17;9
02.02.2016  17:44;41;13;15;18;9
02.02.2016  18:44;42;15;16;19;9
02.02.2016  19:44;44;18;17;20;10
02.02.2016  20:44;45;21;18;21;10
02.02.2016  21:44;46;24;19;22;10
02.02.2016  22:44;46;27;20;23;11
02.02.2016  23:44;47;31;22;24;11
02.02.2016  23:59;47;32;22;25;11
03.02.2016  00:44;47;34;24;26;12
03.02.2016  01:44;47;37;26;27;12
03.02.2016  02:44;47;39;28;29;13
03.02.2016  03:44;48;42;31;31;14
03.02.2016  04:44;48;44;34;33;15
03.02.2016  05:44;48;45;36;35;16
03.02.2016  06:44;48;46;39;38;17
03.02.2016  07:44;49;48;42;40;18
03.02.2016  08:44;49;49;44;42;19
03.02.2016  09:44;50;50;45;44;20
03.02.2016  10:44;50;51;46;45;21
05.02.2016  08:10;52;50;47;42;34
05.02.2016  09:10;1;1;1;1;1
05.02.2016  10:10;1;1;1;1;1
05.02.2016  15:03;16;25;22;14;11
05.02.2016  16:03;39;50;50;49;46
05.02.2016  17:03;38;50;51;51;47
05.02.2016  18:03;37;49;51;51;48
05.02.2016  19:03;36;49;51;52;48
05.02.2016  20:03;35;48;51;52;48
05.02.2016  21:03;34;48;50;52;48
05.02.2016  22:03;33;47;50;53;49
05.02.2016  23:03;32;47;50;53;49
05.02.2016  23:59;32;46;50;53;49
06.02.2016  00:03;32;46;50;53;49
06.02.2016  01:03;31;46;50;53;49
06.02.2016  02:03;30;45;49;53;49
06.02.2016  03:03;30;45;49;53;49
06.02.2016  04:03;29;44;49;53;49
06.02.2016  05:03;28;43;48;53;49
06.02.2016  06:03;28;43;48;53;49
06.02.2016  07:03;27;42;48;53;50
06.02.2016  08:03;27;42;47;53;50
06.02.2016  09:03;26;41;47;53;50
06.02.2016  10:03;26;41;47;53;50
06.02.2016  11:03;25;40;46;52;50
06.02.2016  12:03;25;40;46;52;50
06.02.2016  13:03;24;39;46;52;49
06.02.2016  14:03;24;39;45;52;49
06.02.2016  15:03;24;38;45;52;49
06.02.2016  16:03;23;38;45;52;49
06.02.2016  17:03;23;37;45;52;49
06.02.2016  18:03;22;37;44;51;49
06.02.2016  19:03;22;37;44;51;49
06.02.2016  20:03;22;36;44;51;49
06.02.2016  21:03;21;36;43;51;49
06.02.2016  22:03;21;35;43;51;49
06.02.2016  23:03;21;35;43;51;49
06.02.2016  23:59;20;35;43;51;49
07.02.2016  00:03;21;35;43;51;49
07.02.2016  01:03;20;34;42;50;49
07.02.2016  02:03;20;34;42;50;49
07.02.2016  03:03;20;33;42;50;49
07.02.2016  04:03;20;33;41;50;49
07.02.2016  05:03;19;33;41;50;49
07.02.2016  06:03;19;32;41;50;49
07.02.2016  07:03;19;32;41;50;48
07.02.2016  08:03;19;32;40;49;48
07.02.2016  09:03;18;31;40;49;48
07.02.2016  10:03;18;31;40;49;48
07.02.2016  11:03;18;31;40;49;48
07.02.2016  12:03;18;30;39;49;48
07.02.2016  13:03;18;30;39;48;48
07.02.2016  14:03;17;30;39;48;48
07.02.2016  15:03;17;30;38;48;48
07.02.2016  16:03;17;29;38;48;49
07.02.2016  17:03;17;29;38;48;49
07.02.2016  18:03;17;29;38;48;49
07.02.2016  19:03;17;28;37;48;49
07.02.2016  20:03;17;28;37;47;49
07.02.2016  21:03;16;28;37;47;49
07.02.2016  22:03;16;28;37;47;49
07.02.2016  23:03;16;27;37;47;49
07.02.2016  23:59;16;27;36;47;49
08.02.2016  00:03;16;27;36;47;49
08.02.2016  01:03;16;27;36;47;49
08.02.2016  02:03;16;27;36;47;49
08.02.2016  03:03;16;27;36;47;49
08.02.2016  04:03;16;26;36;47;49
08.02.2016  05:03;16;26;35;47;50
08.02.2016  06:03;16;26;35;47;50
08.02.2016  07:03;16;26;35;47;50
08.02.2016  08:20;16;26;35;47;50
08.02.2016  13:14;5;9;10;10;11
08.02.2016  14:14;16;26;38;43;55
08.02.2016  15:14;16;26;39;43;55
08.02.2016  16:14;16;26;39;43;54
08.02.2016  17:14;16;26;40;43;54
08.02.2016  18:14;16;26;40;43;54
08.02.2016  19:14;16;26;40;43;53
08.02.2016  20:14;16;26;40;43;53
08.02.2016  21:14;16;26;40;43;53
08.02.2016  22:14;17;26;40;44;53
08.02.2016  23:14;17;27;40;44;53
08.02.2016  23:59;17;27;40;44;53
09.02.2016  00:14;17;27;40;44;53
09.02.2016  01:14;17;27;40;44;53
09.02.2016  02:14;17;27;40;44;53
09.02.2016  03:14;17;27;41;44;53
09.02.2016  04:14;17;27;41;44;53
09.02.2016  05:14;17;28;41;45;54
09.02.2016  06:14;17;28;41;45;54
09.02.2016  07:14;17;28;42;45;54
09.02.2016  08:14;17;29;42;45;54
09.02.2016  09:14;18;29;42;46;55
09.02.2016  10:14;18;29;42;46;55
09.02.2016  11:14;18;30;43;46;55
09.02.2016  12:14;18;30;43;47;55
09.02.2016  13:14;18;30;43;47;56
09.02.2016  14:14;18;31;44;48;56
09.02.2016  15:14;18;31;44;48;57
09.02.2016  16:14;19;32;44;49;57
09.02.2016  17:14;19;32;45;49;58
09.02.2016  18:14;19;33;45;50;58
09.02.2016  19:14;19;33;45;50;59
09.02.2016  20:14;19;34;46;51;59
09.02.2016  21:14;20;34;46;51;59
09.02.2016  22:14;20;35;46;52;60
09.02.2016  23:14;20;35;47;53;60
09.02.2016  23:59;20;35;47;53;60
10.02.2016  00:14;20;36;47;53;60
10.02.2016  01:14;21;36;48;54;60
10.02.2016  02:14;21;37;48;54;61
10.02.2016  03:14;21;37;48;55;61
10.02.2016  04:14;22;38;49;55;61
10.02.2016  05:14;22;39;49;55;61
10.02.2016  06:14;22;39;50;56;61
10.02.2016  07:14;23;40;50;56;61
10.02.2016  08:14;23;40;51;57;61
10.02.2016  09:14;24;41;51;57;61
10.02.2016  10:14;24;41;52;57;61
10.02.2016  11:14;24;42;52;58;61
10.02.2016  12:14;25;42;53;58;62
10.02.2016  13:14;25;43;53;58;62
10.02.2016  14:14;26;44;54;59;62
10.02.2016  15:14;26;44;54;59;61
10.02.2016  16:14;26;44;54;59;62
10.02.2016  17:14;27;45;55;59;61
10.02.2016  18:14;27;45;55;60;61
10.02.2016  19:14;28;46;55;60;60
10.02.2016  20:14;28;46;56;60;61
10.02.2016  21:14;29;47;56;60;61
10.02.2016  22:14;29;47;57;60;61
10.02.2016  23:14;29;47;57;61;61
10.02.2016  23:59;30;48;57;60;61
11.02.2016  00:14;30;48;57;61;62
11.02.2016  01:14;30;48;58;61;62
11.02.2016  02:14;30;48;58;61;62
11.02.2016  03:14;31;49;58;61;62
11.02.2016  04:14;31;49;59;61;62
11.02.2016  05:14;31;49;59;61;62
11.02.2016  06:14;32;49;59;62;62
11.02.2016  07:14;32;50;59;62;62
11.02.2016  08:14;32;50;59;62;62
11.02.2016  09:14;32;50;60;62;62
11.02.2016  10:14;33;50;60;62;62
11.02.2016  11:14;33;50;60;62;62
11.02.2016  12:14;33;51;60;62;62
11.02.2016  13:14;33;51;60;62;62
11.02.2016  14:14;33;51;60;62;62
11.02.2016  15:14;33;51;60;63;62
11.02.2016  16:14;33;50;60;62;62
11.02.2016  17:14;33;51;60;62;62
11.02.2016  18:14;33;51;60;63;62
11.02.2016  19:14;33;51;60;62;62
11.02.2016  20:14;33;51;61;62;62
11.02.2016  21:14;33;51;61;62;61
11.02.2016  22:14;34;51;61;62;62
11.02.2016  23:14;34;52;61;62;61
11.02.2016  23:59;34;53;61;62;60
12.02.2016  00:14;34;53;61;62;60
12.02.2016  01:14;35;53;61;62;61
12.02.2016  02:14;35;54;61;62;60
12.02.2016  03:14;35;54;61;62;60
12.02.2016  04:14;35;55;61;62;60
12.02.2016  05:14;35;55;61;62;60
12.02.2016  06:14;36;55;61;62;59
12.02.2016  07:14;36;55;61;62;59
12.02.2016  08:14;0;0;0;0;0
12.02.2016  09:14;0;0;0;0;0
12.02.2016  10:14;0;0;0;0;0
12.02.2016  11:14;0;0;0;0;0
12.02.2016  12:14;4;13;23;37;33
12.02.2016  16:08;6;21;34;39;35
12.02.2016  17:08;5;19;33;39;36
12.02.2016  18:08;5;18;33;39;36
12.02.2016  19:08;5;18;33;39;36
12.02.2016  20:08;5;18;33;39;36
12.02.2016  21:08;5;18;33;39;36
12.02.2016  22:08;5;18;33;39;36
12.02.2016  23:08;5;18;33;39;36
12.02.2016  23:59;5;17;33;39;36
13.02.2016  00:08;5;18;33;39;36
13.02.2016  01:08;5;18;33;40;36
13.02.2016  02:08;5;18;33;40;36
13.02.2016  03:08;6;18;33;40;37
13.02.2016  04:08;6;18;33;40;37
13.02.2016  05:08;6;18;33;40;37
13.02.2016  06:08;6;18;33;40;37
13.02.2016  07:08;6;18;33;40;37
13.02.2016  08:08;6;17;33;40;38
13.02.2016  09:08;6;17;33;40;38
13.02.2016  10:08;6;18;34;41;38
13.02.2016  11:08;6;18;34;41;38
13.02.2016  12:08;6;18;34;41;38
13.02.2016  13:08;6;18;34;41;39
13.02.2016  14:08;7;18;34;41;39
13.02.2016  15:08;7;18;35;41;39
13.02.2016  16:08;7;18;35;41;40
13.02.2016  17:08;7;18;35;42;40
13.02.2016  18:08;7;18;36;42;40
13.02.2016  19:08;7;18;36;42;41
13.02.2016  20:08;7;18;36;42;41
13.02.2016  21:08;7;18;36;43;41
13.02.2016  22:08;7;19;36;43;42
13.02.2016  23:08;7;19;36;43;42
13.02.2016  23:59;7;18;36;44;42
14.02.2016  00:08;7;19;37;44;42
14.02.2016  01:08;7;19;37;44;43
14.02.2016  02:08;7;19;37;44;43
14.02.2016  03:08;7;19;37;45;43
14.02.2016  04:08;7;19;38;45;44
14.02.2016  05:08;7;19;38;45;44
14.02.2016  06:08;7;19;38;46;44
14.02.2016  07:08;7;19;39;46;45
14.02.2016  08:08;7;19;39;46;45
14.02.2016  09:08;7;19;39;47;46
14.02.2016  10:08;7;19;39;47;46
14.02.2016  11:08;7;19;40;48;46
14.02.2016  12:08;7;19;40;48;47
14.02.2016  13:08;7;20;40;48;47
14.02.2016  14:08;7;20;40;49;47
14.02.2016  15:08;7;20;41;49;47
14.02.2016  16:08;7;20;41;50;48
14.02.2016  17:08;7;20;41;50;47
14.02.2016  18:08;7;20;41;50;47
14.02.2016  19:08;7;20;41;50;46
14.02.2016  20:08;7;20;41;50;45
14.02.2016  21:08;7;20;42;50;45
14.02.2016  22:08;7;20;42;51;44
14.02.2016  23:08;7;20;42;51;44
14.02.2016  23:59;7;20;41;51;43
15.02.2016  00:08;7;20;42;51;44
15.02.2016  01:08;7;20;42;51;43
15.02.2016  02:08;7;21;42;52;42
15.02.2016  03:08;7;21;42;52;41
15.02.2016  04:08;7;21;42;52;41
15.02.2016  05:08;7;21;42;52;41
15.02.2016  06:08;7;21;43;52;41
15.02.2016  07:08;7;21;43;52;42
15.02.2016  08:08;7;22;43;53;43
15.02.2016  09:08;7;22;43;53;44
15.02.2016  10:08;7;22;43;53;45
15.02.2016  11:08;7;22;43;53;45
15.02.2016  12:08;8;22;43;53;44
15.02.2016  13:08;8;23;44;53;42
15.02.2016  14:08;8;23;44;53;41
15.02.2016  15:08;8;23;44;52;33
15.02.2016  16:08;8;23;44;44;14
15.02.2016  17:08;8;24;43;33;9
15.02.2016  18:08;9;25;42;25;8
15.02.2016  19:08;11;26;41;22;8
15.02.2016  20:08;11;27;39;21;10
15.02.2016  21:08;11;27;38;21;11
15.02.2016  22:08;12;27;37;18;11
15.02.2016  23:08;13;26;35;16;12
15.02.2016  23:59;14;25;33;18;12
16.02.2016  00:08;14;26;33;18;12
16.02.2016  01:08;15;27;34;20;13
16.02.2016  02:08;17;28;34;21;14
16.02.2016  03:08;19;29;35;22;15
16.02.2016  04:08;21;30;36;22;15
16.02.2016  05:08;23;31;37;23;16
16.02.2016  06:08;24;33;38;25;17
16.02.2016  07:08;26;35;40;26;19
16.02.2016  08:08;28;36;41;26;20
16.02.2016  09:08;29;38;43;28;22
16.02.2016  10:08;30;40;44;29;24
16.02.2016  11:08;31;42;46;30;25
16.02.2016  12:08;33;44;48;33;27
16.02.2016  13:08;34;45;50;33;27
